,voltage,POWER,pump_mode,evt_timestamp,flow,head,CURRENT,speed,deviceid,devicetype,rcv_timestamp_utc,updated_utc
372,436.0,18.867,a,2020-01-20 03:04:58.320,1236.799,60.835,32.45,1138.0,111137F8,pump_agupta_v1,2021-10-27 12:48:18.000,2021-10-27 12:48:17.000
373,434.0,18.641,a,2020-01-20 03:34:58.430,1227.404,60.593,32.61,1135.0,111137F8,pump_agupta_v1,2021-10-27 12:49:18.000,2021-10-27 12:49:17.000
374,432.0,18.534,a,2020-01-20 03:39:58.420,1226.028,60.131,32.27,1132.0,111137F8,pump_agupta_v1,2021-10-27 12:49:28.000,2021-10-27 12:49:27.000
375,434.0,18.601,a,2020-01-20 03:44:58.620,1224.299,60.567,32.2,1135.0,111137F8,pump_agupta_v1,2021-10-27 12:49:38.000,2021-10-27 12:49:37.000
376,432.0,18.57,a,2020-01-20 03:49:58.700,1234.344,60.264,32.38,1133.0,111137F8,pump_agupta_v1,2021-10-27 12:49:48.000,2021-10-27 12:49:47.000
377,434.0,18.684,a,2020-01-20 03:54:58.490,1224.795,60.555,32.46,1135.0,111137F8,pump_agupta_v1,2021-10-27 12:49:58.000,2021-10-27 12:49:57.000
378,433.0,18.608,a,2020-01-20 04:49:58.950,1232.479,60.308,32.36,1134.0,111137F8,pump_agupta_v1,2021-10-27 12:51:48.000,2021-10-27 12:51:47.000
379,434.0,18.606,a,2020-01-20 04:54:58.950,1230.861,60.611,32.52,1135.0,111137F8,pump_agupta_v1,2021-10-27 12:51:58.000,2021-10-27 12:51:57.000
380,432.0,18.605,a,2020-01-20 05:00:01.850,1226.591,60.282,32.43,1133.0,111137F8,pump_agupta_v1,2021-10-27 12:52:08.000,2021-10-27 12:52:07.000
381,433.0,18.601,a,2020-01-20 05:04:58.890,1227.868,60.45,32.54,1134.0,111137F8,pump_agupta_v1,2021-10-27 12:52:18.000,2021-10-27 12:52:17.000
382,429.0,18.3,a,2020-01-20 05:09:58.810,1223.015,59.675,32.03,1128.0,111137F8,pump_agupta_v1,2021-10-27 12:52:28.000,2021-10-27 12:52:27.000
383,424.0,18.023,a,2020-01-20 06:29:59.290,1223.895,58.837,32.08,1121.0,111137F8,pump_agupta_v1,2021-10-27 12:55:09.000,2021-10-27 12:55:07.000
384,427.0,18.189,a,2020-01-20 06:34:59.220,1230.989,59.291,32.04,1125.0,111137F8,pump_agupta_v1,2021-10-27 12:55:19.000,2021-10-27 12:55:17.000
385,425.0,18.123,a,2020-01-20 06:39:59.360,1237.386,58.844,32.13,1123.0,111137F8,pump_agupta_v1,2021-10-27 12:55:29.000,2021-10-27 12:55:27.000
386,425.0,18.213,a,2020-01-20 06:44:59.180,1239.315,58.799,32.27,1123.0,111137F8,pump_agupta_v1,2021-10-27 12:55:39.000,2021-10-27 12:55:38.000
387,425.0,18.04,a,2020-01-20 06:49:59.490,1231.73,58.879,32.04,1122.0,111137F8,pump_agupta_v1,2021-10-27 12:55:49.000,2021-10-27 12:55:48.000
388,429.0,18.317,a,2020-01-20 07:19:59.500,1232.065,59.627,32.12,1128.0,111137F8,pump_agupta_v1,2021-10-27 12:56:49.000,2021-10-27 12:56:48.000
389,427.0,18.334,a,2020-01-20 07:24:59.400,1241.365,59.274,32.1,1127.0,111137F8,pump_agupta_v1,2021-10-27 12:56:59.000,2021-10-27 12:56:58.000
390,426.0,18.181,a,2020-01-20 07:29:59.540,1232.173,59.066,32.05,1124.0,111137F8,pump_agupta_v1,2021-10-27 12:57:09.000,2021-10-27 12:57:08.000
391,427.0,18.184,a,2020-01-20 07:34:59.660,1229.976,59.151,32.03,1125.0,111137F8,pump_agupta_v1,2021-10-27 12:57:19.000,2021-10-27 12:57:18.000
392,425.0,18.175,a,2020-01-20 07:39:59.620,1237.087,58.787,32.13,1122.0,111137F8,pump_agupta_v1,2021-10-27 12:57:29.000,2021-10-27 12:57:28.000
393,425.0,18.101,a,2020-01-20 08:59:59.780,1227.312,58.92,32.14,1122.0,111137F8,pump_agupta_v1,2021-10-27 13:00:09.000,2021-10-27 13:00:08.000
394,425.0,18.15,a,2020-01-20 09:04:59.870,1228.038,58.968,31.99,1123.0,111137F8,pump_agupta_v1,2021-10-27 13:00:19.000,2021-10-27 13:00:18.000
395,426.0,18.166,a,2020-01-20 09:09:59.790,1227.912,59.13399999999999,32.13,1124.0,111137F8,pump_agupta_v1,2021-10-27 13:00:29.000,2021-10-27 13:00:28.000
396,425.0,18.124,a,2020-01-20 09:14:59.800,1232.65,58.761,32.06,1122.0,111137F8,pump_agupta_v1,2021-10-27 13:00:39.000,2021-10-27 13:00:38.000
397,425.0,18.048,a,2020-01-20 09:19:59.730,1231.997,58.809,31.92,1122.0,111137F8,pump_agupta_v1,2021-10-27 13:00:49.000,2021-10-27 13:00:48.000
398,427.0,18.341,a,2020-01-20 10:15:00.030,1237.668,59.1,32.17,1125.0,111137F8,pump_agupta_v1,2021-10-27 13:02:39.000,2021-10-27 13:02:38.000
399,425.0,18.248,a,2020-01-20 10:20:00.090,1231.192,58.925,32.41,1123.0,111137F8,pump_agupta_v1,2021-10-27 13:02:49.000,2021-10-27 13:02:48.000
400,427.0,18.27,a,2020-01-20 10:25:00.320,1234.528,59.109,32.16,1125.0,111137F8,pump_agupta_v1,2021-10-27 13:02:59.000,2021-10-27 13:02:58.000
401,428.0,18.341,a,2020-01-20 10:30:00.200,1233.776,59.422,32.25,1127.0,111137F8,pump_agupta_v1,2021-10-27 13:03:10.000,2021-10-27 13:03:08.000
402,427.0,18.306,a,2020-01-20 10:35:00.240,1232.631,59.285,32.21,1126.0,111137F8,pump_agupta_v1,2021-10-27 13:03:20.000,2021-10-27 13:03:18.000
403,428.0,18.354,a,2020-01-20 11:05:00.490,1227.815,59.464,32.19,1127.0,111137F8,pump_agupta_v1,2021-10-27 13:04:20.000,2021-10-27 13:04:18.000
404,428.0,18.335,a,2020-01-20 11:10:00.380,1230.82,59.459,31.89,1127.0,111137F8,pump_agupta_v1,2021-10-27 13:04:30.000,2021-10-27 13:04:28.000
405,430.0,18.376,a,2020-01-20 11:15:00.510,1225.573,59.845,32.15,1130.0,111137F8,pump_agupta_v1,2021-10-27 13:04:40.000,2021-10-27 13:04:38.000
406,431.0,18.511,a,2020-01-20 11:20:00.490,1228.925,60.162,32.47,1132.0,111137F8,pump_agupta_v1,2021-10-27 13:04:50.000,2021-10-27 13:04:48.000
407,431.0,18.459,a,2020-01-20 11:25:00.570,1226.197,60.094,32.17,1131.0,111137F8,pump_agupta_v1,2021-10-27 13:05:00.000,2021-10-27 13:04:58.000
408,433.0,18.751,a,2020-01-20 12:20:00.660,1231.249,60.502,32.36,1135.0,111137F8,pump_agupta_v1,2021-10-27 13:06:50.000,2021-10-27 13:06:48.000
409,434.0,18.691,a,2020-01-20 12:25:00.720,1236.9160000000004,60.468,32.65,1135.0,111137F8,pump_agupta_v1,2021-10-27 13:07:00.000,2021-10-27 13:06:59.000
410,434.0,18.674,a,2020-01-20 12:30:00.580,1233.776,60.44300000000001,32.52,1135.0,111137F8,pump_agupta_v1,2021-10-27 13:07:10.000,2021-10-27 13:07:09.000
411,433.0,18.608,a,2020-01-20 12:35:00.550,1232.171,60.349,32.59,1134.0,111137F8,pump_agupta_v1,2021-10-27 13:07:20.000,2021-10-27 13:07:18.000
412,433.0,18.525,a,2020-01-20 12:40:00.730,1224.218,60.535,32.31,1134.0,111137F8,pump_agupta_v1,2021-10-27 13:07:30.000,2021-10-27 13:07:28.000
413,435.0,18.669,a,2020-01-21 00:05:03.510,1229.74,60.868,32.25,1137.0,111137F8,pump_agupta_v1,2021-10-27 13:30:21.000,2021-10-27 13:30:20.000
414,436.0,18.908,a,2020-01-21 00:10:03.390,1225.785,61.06,32.63,1139.0,111137F8,pump_agupta_v1,2021-10-27 13:30:32.000,2021-10-27 13:30:30.000
415,433.0,18.534,a,2020-01-21 00:15:03.610,1224.247,60.666,32.31,1135.0,111137F8,pump_agupta_v1,2021-10-27 13:30:42.000,2021-10-27 13:30:41.000
416,434.0,18.691,a,2020-01-21 00:20:03.480,1228.178,60.706,32.8,1136.0,111137F8,pump_agupta_v1,2021-10-27 13:30:52.000,2021-10-27 13:30:51.000
417,434.0,18.71,a,2020-01-21 00:25:03.580,1232.902,60.629,32.62,1136.0,111137F8,pump_agupta_v1,2021-10-27 13:31:02.000,2021-10-27 13:31:01.000
